mode,profile,run,first_victory_min,first_hatch_min,second_biome_min,level_d1,level_d3,level_d7,level_d14,gold,dust,eggs,dragons,upgrades,win_rate,first5_win_rate,avg_battle_turns,empty_flight,stranded_runs,blocked,both_zero_days,tutorial_complete
before,efficient,446,2.2,6.4,12,6,14,29,52,87244,1040,1,100,5,0.8296943231441049,0.8,6.729257641921397,0.34,3,0,0,1
before,efficient,447,2.2,6.4,12,6,14,28,51,81621,1040,1,82,8,0.7991266375545851,0.8,6.873362445414847,0.34,0,0,0,1
before,efficient,448,2.2,6.4,12,6,14,27,50,80328,1040,5,74,7,0.7739130434782608,0.6,6.730434782608696,0.34,2,0,0,1
before,efficient,449,2.2,6.4,12,6,12,27,51,82551,1055,1,97,14,0.7914893617021277,0.6,6.787234042553192,0.34,1,0,0,1
before,efficient,450,2.2,6.4,12,6,16,32,54,91600,1055,6,90,9,0.8277310924369747,0.8,6.920168067226891,0.34,2,0,0,1
before,efficient,451,2.2,6.4,12,6,13,28,51,81424,1055,3,85,8,0.8105726872246696,0.8,6.770925110132159,0.34,1,0,0,1
before,efficient,452,2.2,6.4,12,7,14,29,52,86028,1040,0,101,7,0.7923728813559322,0.6,6.805084745762712,0.34,0,0,0,1
before,efficient,453,5.4,6.4,12,6,14,29,53,90233,1040,2,86,9,0.8382978723404255,0.6,6.736170212765957,0.34,2,0,0,0
before,efficient,454,2.2,6.4,12,6,15,29,52,85945,1040,0,91,10,0.7899159663865546,1,6.76890756302521,0.34,1,0,0,1
before,efficient,455,2.2,6.4,12,6,16,30,53,88601,1055,3,86,11,0.8297872340425532,0.8,6.774468085106383,0.34,2,0,0,1
before,efficient,456,2.2,6.4,12,6,13,28,50,80217,1055,1,78,11,0.8034934497816594,0.8,6.8034934497816595,0.34,3,0,0,1
before,efficient,457,2.2,6.4,12,7,15,30,53,89701,1055,0,106,10,0.8117154811715481,0.6,6.845188284518828,0.34,2,0,0,1
before,efficient,458,2.2,6.4,12,6,14,27,48,74566,1055,0,85,9,0.76,0.8,6.84,0.34,2,0,0,1
before,efficient,459,2.2,6.4,12,7,14,30,54,90576,1055,2,99,11,0.8382978723404255,0.6,6.706382978723404,0.34,4,0,0,1
before,efficient,460,2.2,6.4,12,6,15,31,53,89767,1040,1,83,8,0.8448275862068966,0.8,6.693965517241379,0.34,3,0,0,1
before,efficient,461,2.2,6.4,12,7,14,30,52,86107,1040,1,97,7,0.8103448275862069,1,6.758620689655173,0.34,3,0,0,1
before,efficient,462,2.2,6.4,12,7,16,31,52,87593,1055,0,93,7,0.834061135371179,0.6,6.615720524017467,0.34,0,0,0,1
before,efficient,463,2.2,6.4,12,7,15,31,53,88355,1055,1,89,10,0.7892561983471075,0.6,6.838842975206612,0.34,3,0,0,1
before,efficient,464,2.2,6.4,12,7,15,29,52,84553,1055,2,93,8,0.7948717948717948,0.8,6.743589743589744,0.34,2,0,0,1
before,efficient,465,2.2,6.4,12,6,14,28,51,82978,1010,0,94,8,0.8026315789473685,0.8,6.754385964912281,0.34,3,0,0,1
before,efficient,466,2.2,6.4,12,5,13,25,48,74215,1055,0,98,8,0.7962962962962963,0.6,6.689814814814815,0.34,1,0,0,1
before,efficient,467,2.2,6.4,12,7,16,28,52,86618,1040,1,93,6,0.8111587982832618,1,6.8111587982832615,0.34,0,0,0,1
before,efficient,468,2.2,6.4,12,5,14,28,51,83509,1055,1,84,8,0.827433628318584,0.8,6.8584070796460175,0.34,2,0,0,1
before,efficient,469,2.2,6.4,12,6,13,26,50,78135,1055,0,87,9,0.7478632478632479,0.4,6.884615384615385,0.34,1,0,0,1
before,efficient,470,5.4,6.4,12,5,13,28,50,79080,1055,2,90,8,0.7903930131004366,0.8,6.794759825327511,0.34,1,0,0,0
before,efficient,471,2.2,6.4,12,5,13,28,53,88066,1055,3,99,10,0.8283261802575107,0.6,6.793991416309013,0.34,1,1,0,1
before,efficient,472,2.2,6.4,12,6,15,30,53,89729,995,0,88,7,0.8454935622317596,1,6.75107296137339,0.34,0,0,0,1
before,efficient,473,2.2,6.4,12,6,13,28,51,82257,1055,0,92,9,0.8237885462555066,1,6.79295154185022,0.34,3,0,0,1
before,efficient,474,2.2,6.4,12,6,15,28,52,83646,1040,1,82,12,0.8051948051948052,1,6.8354978354978355,0.34,4,0,0,1
before,efficient,475,2.2,6.4,12,7,14,27,51,82700,1040,0,111,9,0.8,1,6.678260869565217,0.34,1,0,0,1
before,efficient,476,2.2,6.4,12,6,14,28,49,76699,1055,7,93,6,0.8027522935779816,1,6.793577981651376,0.34,2,0,0,1
before,efficient,477,2.2,6.4,12,6,14,28,54,91834,1025,2,91,7,0.8695652173913043,1,6.608695652173913,0.34,0,0,0,1
before,efficient,478,2.2,6.4,12,7,15,30,52,85413,1055,1,104,8,0.7914893617021277,0.6,6.706382978723404,0.34,1,0,0,1
before,efficient,479,2.2,6.4,12,6,13,28,53,88007,1055,0,92,12,0.8151260504201681,0.6,6.840336134453781,0.34,2,0,0,1
before,efficient,480,2.2,6.4,12,6,16,30,51,83143,1055,0,97,10,0.7905982905982906,1,6.82051282051282,0.34,3,0,0,1
before,efficient,481,2.2,6.4,12,6,14,28,51,82154,1040,3,93,10,0.7896995708154506,0.8,6.8111587982832615,0.34,3,0,0,1
before,efficient,482,2.2,6.4,12,7,14,28,53,88802,1040,1,96,9,0.8318965517241379,1,6.745689655172414,0.34,3,0,0,1
before,efficient,483,2.2,6.4,12,7,14,28,51,81105,1055,4,94,10,0.782608695652174,0.8,6.8826086956521735,0.34,3,0,0,1
before,efficient,484,2.2,6.4,12,6,14,28,51,82522,1040,3,104,9,0.8157894736842105,1,6.675438596491228,0.34,2,0,0,1
before,efficient,485,2.2,6.4,12,6,14,26,48,73439,1055,3,105,8,0.7522123893805309,0.6,6.876106194690266,0.34,3,0,0,1
before,efficient,486,2.2,6.4,12,7,14,26,49,75288,1055,1,79,10,0.7918552036199095,0.8,6.8054298642533935,0.34,4,0,0,1
before,efficient,487,5.4,6.4,12,7,13,26,50,80829,1055,3,91,4,0.8008849557522124,0.8,6.79646017699115,0.34,2,0,0,0
before,efficient,488,5.4,6.4,12,6,14,28,51,82476,1055,0,113,7,0.7931034482758621,0.6,6.806034482758621,0.34,2,0,0,0
before,efficient,489,2.2,6.4,12,6,14,28,51,82791,1055,0,87,7,0.8114035087719298,1,6.837719298245614,0.34,1,0,0,1
before,efficient,490,2.2,6.4,12,7,15,31,52,86892,1040,1,97,7,0.7890295358649789,0.8,6.780590717299578,0.34,2,0,0,1
before,efficient,491,2.2,6.4,12,7,16,27,51,81553,1025,2,94,9,0.7787234042553192,1,6.791489361702127,0.34,2,0,0,1
before,efficient,492,2.2,6.4,12,5,13,27,51,83552,1055,0,85,6,0.7939914163090128,0.8,6.819742489270387,0.34,0,0,0,1
before,efficient,493,2.2,6.4,12,6,13,26,50,78576,1040,1,83,9,0.7841409691629956,1,6.79295154185022,0.34,2,0,0,1
before,efficient,494,2.2,6.4,12,5,13,27,49,77767,1055,0,77,5,0.7619047619047619,1,6.865800865800866,0.34,2,0,0,1
before,efficient,495,2.2,6.4,12,6,12,26,48,74341,1055,1,82,9,0.7644444444444445,0.8,6.897777777777778,0.34,2,0,0,1
before,efficient,496,2.2,6.4,12,6,15,29,51,83073,1055,4,86,7,0.8149779735682819,1,6.819383259911894,0.34,3,0,0,1
before,efficient,497,2.2,6.4,12,5,13,31,53,87936,1040,3,109,7,0.8283261802575107,1,6.733905579399142,0.34,3,0,0,1
before,efficient,498,2.2,6.4,12,5,14,27,49,75204,1055,1,101,10,0.7847533632286996,1,6.79372197309417,0.34,0,0,0,1
before,efficient,499,2.2,6.4,12,5,13,28,50,80683,1055,2,95,9,0.7947598253275109,0.6,6.847161572052402,0.34,3,0,0,1
before,efficient,500,2.2,6.4,12,6,15,31,52,85645,1040,1,83,7,0.7717842323651453,0.8,6.937759336099585,0.34,0,0,0,1
before,efficient,501,2.2,6.4,12,6,14,29,53,87743,1055,1,108,8,0.7916666666666666,0.8,6.691666666666666,0.34,2,0,0,1
before,efficient,502,2.2,6.4,12,6,14,28,50,78989,1025,0,70,9,0.8071748878923767,1,6.798206278026906,0.34,2,0,0,1
before,efficient,503,2.2,6.4,12,6,13,28,52,86037,1055,0,87,12,0.7941176470588235,0.8,6.794117647058823,0.34,2,0,0,1
before,efficient,504,5.4,6.4,12,6,14,28,50,80451,1025,0,107,8,0.7973568281938326,0.4,6.73568281938326,0.34,2,0,0,0
before,efficient,505,5.4,6.4,12,6,14,28,52,86165,1040,2,84,7,0.7833333333333333,0.6,6.9125,0.34,3,0,0,0
before,efficient,506,2.2,6.4,12,6,14,29,54,92774,1040,1,83,6,0.8008130081300813,0.6,6.857723577235772,0.34,3,0,0,1
before,efficient,507,2.2,6.4,12,6,15,29,50,80553,1025,2,83,5,0.8116591928251121,1,6.7847533632287,0.34,0,0,0,1
before,efficient,508,2.2,6.4,12,6,13,28,50,80107,1055,0,101,9,0.8044444444444444,0.8,6.8133333333333335,0.34,3,0,0,1
before,efficient,509,2.2,6.4,12,6,15,29,51,83427,1055,2,95,6,0.8051948051948052,1,6.800865800865801,0.34,1,0,0,1
before,efficient,510,2.2,6.4,12,7,13,27,50,78527,1055,0,83,10,0.7639484978540773,1,6.8927038626609445,0.34,0,0,0,1
before,efficient,511,2.2,6.4,12,7,15,30,53,88977,1055,2,84,9,0.8220338983050848,1,6.762711864406779,0.34,1,0,0,1
before,efficient,512,2.2,6.4,12,6,13,27,51,83982,1040,3,90,8,0.7805907172995781,0.8,6.810126582278481,0.34,1,0,0,1
before,efficient,513,2.2,6.4,12,7,15,28,52,85038,1055,0,114,11,0.7759336099585062,0.6,6.904564315352697,0.34,4,0,0,1
before,efficient,514,2.2,6.4,12,6,14,29,51,83244,1055,7,96,8,0.8114035087719298,0.8,6.798245614035087,0.34,2,0,0,1
before,efficient,515,2.2,6.4,12,7,16,30,52,86840,1025,5,89,8,0.8154506437768241,1,6.828326180257511,0.34,3,0,0,1
before,efficient,516,2.2,6.4,12,7,15,29,52,84803,1055,3,97,7,0.7957446808510639,1,6.842553191489362,0.34,1,0,0,1
before,efficient,517,2.2,6.4,12,7,16,31,53,90908,1055,1,97,6,0.8200836820083682,0.8,6.682008368200837,0.34,3,0,0,1
before,efficient,518,2.2,6.4,12,7,15,29,51,82397,1055,1,72,8,0.7887931034482759,1,6.836206896551724,0.34,4,0,0,1
before,efficient,519,2.2,6.4,12,5,14,30,54,91607,1055,3,96,6,0.8270042194092827,0.8,6.822784810126582,0.34,2,0,0,1
before,efficient,520,2.2,6.4,12,6,13,27,50,78769,1040,0,94,9,0.777292576419214,0.8,6.908296943231441,0.34,0,0,0,1
before,efficient,521,11.8,6.4,12,5,14,29,53,87637,1040,1,82,9,0.7777777777777778,0.4,6.983539094650205,0.34,1,0,0,0
before,efficient,522,2.2,6.4,12,6,13,28,50,78617,1040,4,87,7,0.8054298642533937,0.8,6.841628959276018,0.34,3,0,0,1
before,efficient,523,2.2,6.4,12,5,13,26,49,78040,1055,4,89,7,0.7695652173913043,0.6,6.904347826086957,0.34,2,0,0,1
before,efficient,524,2.2,6.4,12,6,15,31,53,88264,1055,3,94,10,0.7883817427385892,1,6.817427385892116,0.34,0,0,0,1
before,efficient,525,2.2,6.4,12,6,14,28,51,82258,1040,8,80,7,0.7844827586206896,0.8,6.887931034482759,0.34,1,0,0,1
before,efficient,526,2.2,6.4,12,6,14,29,51,82550,1055,4,98,9,0.7887931034482759,0.8,6.698275862068965,0.34,1,0,0,1
before,efficient,527,2.2,6.4,12,6,15,29,52,85881,1055,3,98,9,0.8008474576271186,0.6,6.838983050847458,0.34,1,0,0,1
before,efficient,528,2.2,6.4,12,5,14,28,52,84829,1055,6,103,8,0.7957446808510639,0.8,6.897872340425532,0.34,1,0,0,1
before,efficient,529,2.2,6.4,12,6,15,31,54,91807,1025,0,95,12,0.8305785123966942,1,6.690082644628099,0.34,3,0,0,1
before,efficient,530,2.2,6.4,12,6,15,29,53,89059,1055,0,110,10,0.8247863247863247,0.8,6.739316239316239,0.34,0,0,0,1
before,efficient,531,2.2,6.4,12,6,14,28,50,79549,1055,0,82,6,0.7860262008733624,0.6,6.860262008733624,0.34,4,0,0,1
before,efficient,532,2.2,6.4,12,6,15,29,52,84163,1055,0,96,12,0.8025751072961373,0.8,6.939914163090129,0.34,2,0,0,1
before,efficient,533,2.2,6.4,12,6,15,31,54,91905,1040,4,87,8,0.8284518828451883,0.6,6.878661087866109,0.34,2,0,0,1
before,efficient,534,2.2,6.4,12,6,13,27,50,78355,1055,3,99,11,0.7955555555555556,0.8,6.768888888888889,0.34,1,0,0,1
before,efficient,535,2.2,6.4,12,7,14,29,53,89697,1040,1,94,9,0.8369098712446352,0.8,6.824034334763948,0.34,3,0,0,1
before,efficient,536,2.2,6.4,12,6,13,28,51,82791,1055,1,86,6,0.7854077253218884,0.8,6.836909871244635,0.34,1,0,0,1
before,efficient,537,2.2,6.4,12,7,14,27,52,85373,1040,1,87,8,0.7379032258064516,0.8,6.887096774193548,0.34,2,0,0,1
before,efficient,538,5.4,6.4,12,6,15,29,52,86104,1040,0,70,8,0.8008474576271186,0.6,6.766949152542373,0.34,2,0,0,0
before,efficient,539,2.2,6.4,12,6,13,26,50,77970,1040,1,78,11,0.788546255506608,0.8,6.770925110132159,0.34,3,0,0,1
before,efficient,540,2.2,6.4,12,7,15,29,53,88741,1025,3,100,8,0.8212765957446808,0.8,6.702127659574468,0.34,1,0,0,1
before,efficient,541,2.2,6.4,12,7,16,30,53,88763,1040,0,80,8,0.8240343347639485,0.8,6.798283261802575,0.34,2,0,0,1
before,efficient,542,2.2,6.4,12,7,15,29,52,85447,1025,0,81,10,0.8154506437768241,1,6.828326180257511,0.34,3,0,0,1
before,efficient,543,2.2,6.4,12,8,17,31,54,91399,1040,0,96,12,0.8432203389830508,1,6.8559322033898304,0.34,2,0,0,1
before,efficient,544,2.2,6.4,12,7,15,30,53,87386,1025,0,103,12,0.8464912280701754,0.8,6.6798245614035086,0.34,4,0,0,1
before,efficient,545,2.2,6.4,12,5,14,28,50,78583,1055,0,80,5,0.7629310344827587,0.8,6.823275862068965,0.34,2,0,0,1
before,efficient,546,2.2,6.4,12,6,15,28,50,78757,1025,0,77,9,0.8256880733944955,0.6,6.68348623853211,0.34,2,0,0,1
before,efficient,547,2.2,6.4,12,5,13,27,50,79041,1040,0,89,6,0.7807017543859649,0.6,6.754385964912281,0.34,1,0,0,1
before,efficient,548,2.2,6.4,12,5,15,29,52,86940,1040,3,100,7,0.8311688311688312,0.8,6.623376623376624,0.34,3,0,0,1
before,efficient,549,2.2,6.4,12,5,14,27,51,83099,1010,0,83,10,0.7805907172995781,0.8,6.767932489451477,0.34,2,0,0,1
before,efficient,550,2.2,6.4,12,5,15,30,52,84518,1010,2,77,11,0.7932489451476793,0.6,6.8734177215189876,0.34,2,0,0,1
before,efficient,551,2.2,6.4,12,6,13,26,51,83261,1025,0,87,5,0.8230088495575221,1,6.672566371681416,0.34,1,0,0,1
before,efficient,552,2.2,6.4,12,6,15,30,53,88110,1055,2,91,9,0.8162393162393162,0.8,6.756410256410256,0.34,3,0,0,1
before,efficient,553,2.2,6.4,12,6,13,28,51,82510,1040,1,82,13,0.8008658008658008,0.6,6.887445887445887,0.34,2,0,0,1
before,efficient,554,2.2,6.4,12,5,15,30,50,80883,1055,2,90,9,0.7792207792207793,0.8,7.043290043290043,0.34,1,0,0,1
before,efficient,555,8.600000000000001,6.4,12,6,13,26,48,73638,1055,1,98,8,0.7870370370370371,0.6,6.777777777777778,0.34,0,0,0,0
before,efficient,556,2.2,6.4,12,6,15,28,52,84257,1040,2,101,9,0.7838983050847458,0.8,6.88135593220339,0.34,1,0,0,1
before,efficient,557,2.2,6.4,12,5,13,28,51,82293,1055,0,102,8,0.7829787234042553,1,6.804255319148936,0.34,1,1,0,1
before,efficient,558,2.2,6.4,12,7,14,28,51,84589,1055,1,107,6,0.7829787234042553,1,6.842553191489362,0.34,2,0,0,1
before,efficient,559,2.2,6.4,12,7,16,29,52,87085,1040,0,97,8,0.8311688311688312,1,6.800865800865801,0.34,4,0,0,1
before,efficient,560,2.2,6.4,12,6,14,28,49,75332,1055,0,85,9,0.7665198237885462,0.8,6.832599118942731,0.34,1,0,0,1
before,efficient,561,2.2,6.4,12,5,13,26,51,82333,1025,2,93,8,0.8157894736842105,0.8,6.7894736842105265,0.34,4,0,0,1
before,efficient,562,2.2,6.4,12,6,15,30,52,86197,1055,1,90,10,0.7791666666666667,1,6.825,0.34,0,0,0,1
before,efficient,563,2.2,6.4,12,7,14,30,55,94152,1025,0,90,10,0.8493723849372385,1,6.7740585774058575,0.34,2,0,0,1
before,efficient,564,2.2,6.4,12,6,13,28,53,90299,1025,1,90,8,0.8608695652173913,0.8,6.695652173913044,0.34,2,0,0,1
before,efficient,565,2.2,6.4,12,7,15,30,52,86040,1010,1,87,6,0.8103448275862069,1,6.702586206896552,0.34,2,0,0,1
before,efficient,566,2.2,6.4,12,7,14,28,51,82733,1040,2,79,8,0.8008658008658008,1,6.8441558441558445,0.34,4,0,0,1
before,efficient,567,2.2,6.4,12,6,14,29,51,81438,1055,1,88,7,0.743801652892562,1,6.900826446280992,0.34,1,0,0,1
before,efficient,568,2.2,6.4,12,6,14,28,52,85020,1040,0,111,7,0.7857142857142857,0.8,6.953781512605042,0.34,3,0,0,1
before,efficient,569,2.2,6.4,12,7,15,31,52,85339,1040,1,82,6,0.8245614035087719,0.8,6.657894736842105,0.34,1,0,0,1
before,efficient,570,2.2,6.4,12,7,15,27,51,82458,1025,6,93,7,0.8105726872246696,0.8,6.81057268722467,0.34,0,0,0,1
before,efficient,571,2.2,6.4,12,7,17,30,52,84737,1025,0,82,9,0.8181818181818182,0.8,6.593073593073593,0.34,2,0,0,1
before,efficient,572,2.2,6.4,12,6,13,27,49,77262,1040,0,82,9,0.8018018018018018,1,6.824324324324325,0.34,1,0,0,1
before,efficient,573,2.2,6.4,12,6,14,28,50,78361,1025,0,78,9,0.7876106194690266,1,6.792035398230088,0.34,1,0,0,1
before,efficient,574,2.2,6.4,12,6,16,30,54,91062,1055,0,86,8,0.8083333333333333,0.6,6.6875,0.34,2,0,0,1
before,efficient,575,2.2,6.4,12,6,13,27,51,80763,1040,0,98,10,0.8008849557522124,0.6,6.911504424778761,0.34,3,0,0,1
before,efficient,576,2.2,6.4,12,6,16,30,54,91439,1055,2,104,11,0.8425531914893617,1,6.6680851063829785,0.34,2,0,0,1
before,efficient,577,2.2,6.4,12,6,14,27,51,81687,1025,0,102,10,0.8185840707964602,1,6.725663716814159,0.34,2,0,0,1
before,efficient,578,2.2,6.4,12,6,14,27,49,76440,1055,0,95,7,0.7990867579908676,1,6.757990867579909,0.34,3,0,0,1
before,efficient,579,2.2,6.4,12,6,12,25,47,69585,1055,0,79,10,0.7168141592920354,1,6.924778761061947,0.34,2,0,0,1
before,efficient,580,2.2,6.4,12,6,15,30,53,88832,1040,0,97,11,0.8125,0.8,6.816666666666666,0.34,3,0,0,1
before,efficient,581,2.2,6.4,12,6,14,28,50,78235,1025,2,97,10,0.8080357142857143,1,6.772321428571429,0.34,0,0,0,1
before,efficient,582,2.2,6.4,12,6,15,28,52,87359,1055,1,93,7,0.8260869565217391,0.8,6.756521739130434,0.34,2,0,0,1
before,efficient,583,2.2,6.4,12,5,13,29,51,84002,1055,0,94,10,0.788135593220339,0.6,6.898305084745763,0.34,0,0,0,1
before,efficient,584,2.2,6.4,12,7,15,29,49,75989,1055,1,90,8,0.7510917030567685,1,6.799126637554585,0.34,1,0,0,1
before,efficient,585,2.2,6.4,12,6,13,29,51,83021,1040,1,98,10,0.8008658008658008,1,6.753246753246753,0.34,1,0,0,1
before,efficient,586,2.2,6.4,12,7,15,29,53,88600,1025,1,95,10,0.7918367346938775,1,6.8,0.34,3,0,0,1
before,efficient,587,2.2,6.4,12,6,14,28,49,75893,1055,0,91,9,0.7631578947368421,1,6.9035087719298245,0.34,4,0,0,1
before,efficient,588,2.2,6.4,12,6,14,28,50,79829,1040,2,99,9,0.801762114537445,1,6.79295154185022,0.34,2,0,0,1
before,efficient,589,2.2,6.4,12,7,17,31,55,95035,1025,4,92,11,0.8669527896995708,1,6.716738197424893,0.34,1,0,0,1
before,efficient,590,2.2,6.4,12,7,16,31,54,90818,1055,3,103,10,0.8117154811715481,0.6,6.7907949790794975,0.34,5,0,0,1
before,efficient,591,2.2,6.4,12,7,14,29,51,82558,1040,0,82,10,0.7887931034482759,1,6.844827586206897,0.34,1,0,0,1
before,efficient,592,2.2,6.4,12,7,15,31,54,91254,1040,1,104,6,0.8305084745762712,0.8,6.822033898305085,0.34,1,0,0,1
before,efficient,593,2.2,6.4,12,7,14,28,51,81799,1040,0,103,6,0.7878787878787878,1,6.822510822510822,0.34,2,0,0,1
before,efficient,594,2.2,6.4,12,7,15,29,52,86258,1040,4,109,8,0.8495575221238938,1,6.654867256637168,0.34,0,0,0,1
before,efficient,595,2.2,6.4,12,7,15,30,53,88866,1055,2,99,11,0.7782258064516129,1,6.939516129032258,0.34,2,0,0,1
before,efficient,596,2.2,6.4,12,7,16,29,51,82346,1025,1,79,9,0.7887931034482759,0.8,6.935344827586207,0.34,2,0,0,1
before,efficient,597,2.2,6.4,12,6,13,26,50,79239,1055,1,81,6,0.7662337662337663,0.6,6.8311688311688314,0.34,1,0,0,1
before,efficient,598,2.2,6.4,12,5,13,28,51,82555,1025,0,96,6,0.7913043478260869,1,6.969565217391304,0.34,3,0,0,1
before,efficient,599,2.2,6.4,12,5,14,29,52,85985,1055,0,94,7,0.8025751072961373,0.8,6.875536480686695,0.34,1,0,0,1
before,efficient,600,2.2,6.4,12,6,14,28,50,80076,1025,2,89,10,0.7659574468085106,1,6.897872340425532,0.34,4,0,0,1
before,efficient,601,2.2,6.4,12,6,14,29,52,84811,1055,0,86,7,0.831858407079646,0.8,6.632743362831858,0.34,0,0,0,1
before,efficient,602,2.2,6.4,12,6,14,29,54,90738,1040,2,96,10,0.8528138528138528,0.8,6.774891774891775,0.34,2,0,0,1
before,efficient,603,2.2,6.4,12,6,13,28,54,90327,1055,0,98,11,0.826271186440678,1,6.860169491525424,0.34,0,0,0,1
before,efficient,604,2.2,6.4,12,6,14,28,50,79062,1055,0,100,9,0.7639484978540773,0.6,6.969957081545064,0.34,2,0,0,1
before,efficient,605,2.2,6.4,12,6,15,29,52,86510,1055,2,83,12,0.8154506437768241,0.8,6.785407725321888,0.34,2,0,0,1
before,efficient,606,5.4,6.4,12,6,15,29,52,85120,1040,1,111,9,0.7957446808510639,0.6,6.770212765957447,0.34,2,0,0,0
before,efficient,607,2.2,6.4,12,6,15,30,52,85509,1055,4,99,8,0.7966101694915254,0.8,6.8474576271186445,0.34,1,0,0,1
before,efficient,608,2.2,6.4,12,6,14,28,51,80052,1055,0,84,13,0.7956521739130434,0.8,6.756521739130434,0.34,2,0,0,1
before,efficient,609,5.4,6.4,12,6,14,29,50,79619,1055,2,95,9,0.7816593886462883,0.6,6.847161572052402,0.34,0,0,0,0
before,efficient,610,2.2,6.4,12,7,17,31,54,90801,1055,0,110,9,0.8117154811715481,1,6.899581589958159,0.34,1,0,0,1
before,efficient,611,2.2,6.4,12,7,16,30,53,89799,1055,2,87,9,0.8362068965517241,0.6,6.823275862068965,0.34,4,0,0,1
before,efficient,612,2.2,6.4,12,7,15,30,54,91509,1040,0,92,10,0.8382978723404255,1,6.770212765957447,0.34,2,0,0,1
before,efficient,613,2.2,6.4,12,7,14,29,51,83701,1055,3,102,9,0.8008658008658008,0.8,6.8268398268398265,0.34,1,0,0,1
before,efficient,614,2.2,6.4,12,6,14,29,53,88322,1055,4,88,8,0.8205128205128205,0.8,6.743589743589744,0.34,4,0,0,1
before,efficient,615,2.2,6.4,12,7,16,30,54,91778,1040,0,104,5,0.8125,1,6.758333333333334,0.34,1,0,0,1
before,efficient,616,2.2,6.4,12,6,15,31,54,92386,1040,3,89,9,0.8438818565400844,0.8,6.620253164556962,0.34,0,0,0,1
before,efficient,617,2.2,6.4,12,7,14,28,51,82649,1040,5,93,5,0.7965367965367965,0.8,6.861471861471862,0.34,0,0,0,1
before,efficient,618,2.2,6.4,12,6,14,29,53,89289,1055,0,97,10,0.8185654008438819,0.8,6.734177215189874,0.34,0,0,0,1
before,efficient,619,2.2,6.4,12,7,15,28,51,82239,1055,2,99,6,0.7991266375545851,1,6.689956331877729,0.34,5,0,0,1
before,efficient,620,2.2,6.4,12,7,14,28,53,89353,1040,2,92,7,0.8125,1,6.716666666666667,0.34,1,0,0,1
before,efficient,621,2.2,6.4,12,7,16,29,53,89164,1055,3,88,4,0.810126582278481,1,6.789029535864979,0.34,4,0,0,1
before,efficient,622,2.2,6.4,12,7,14,29,51,83034,1055,4,95,12,0.8060344827586207,1,6.866379310344827,0.34,1,0,0,1
before,efficient,623,2.2,6.4,12,6,14,30,54,93204,1010,0,115,10,0.8340248962655602,0.6,6.742738589211618,0.34,0,0,0,1
before,efficient,624,2.2,6.4,12,6,14,27,49,78217,1055,0,98,6,0.7553648068669528,0.6,6.759656652360515,0.34,3,0,0,1
before,efficient,625,2.2,6.4,12,6,14,30,51,82586,1055,3,102,7,0.7711864406779662,1,6.8474576271186445,0.34,2,0,0,1
before,efficient,626,5.4,6.4,12,5,12,28,52,86059,1055,3,101,4,0.8154506437768241,0.6,6.721030042918455,0.34,0,0,0,0
before,efficient,627,2.2,6.4,12,6,12,27,51,83963,1055,1,93,8,0.788135593220339,1,6.77542372881356,0.34,0,0,0,1
before,efficient,628,2.2,6.4,12,6,14,29,51,81561,1040,4,88,8,0.7947598253275109,0.6,6.829694323144105,0.34,2,0,0,1
before,efficient,629,2.2,6.4,12,5,14,27,48,72744,1055,2,82,6,0.7455357142857143,0.4,6.915178571428571,0.34,1,0,0,1
before,efficient,630,2.2,6.4,12,6,13,28,52,85541,1040,4,99,7,0.8111587982832618,0.8,6.815450643776824,0.34,4,0,0,1
before,efficient,631,2.2,6.4,12,6,14,26,50,79808,1055,3,97,7,0.7955555555555556,0.8,6.822222222222222,0.34,3,0,0,1
before,efficient,632,5.4,6.4,12,6,13,27,51,80861,1040,0,84,11,0.8177777777777778,0.8,6.737777777777778,0.34,2,0,0,0
before,efficient,633,2.2,6.4,12,6,13,28,50,79277,1055,5,90,7,0.8099547511312217,0.6,6.927601809954751,0.34,1,0,0,1
before,efficient,634,2.2,6.4,12,7,15,29,53,87655,1055,1,86,10,0.7916666666666666,0.6,6.816666666666666,0.34,4,0,0,1
before,efficient,635,2.2,6.4,12,6,14,27,52,84758,1055,0,97,7,0.808695652173913,0.4,6.726086956521739,0.34,3,0,0,1
before,efficient,636,2.2,6.4,12,6,14,27,48,72851,1025,2,103,9,0.7692307692307693,0.8,6.877828054298643,0.34,1,0,0,1
before,efficient,637,11.8,6.4,12,5,14,28,51,82493,1040,1,98,7,0.8008658008658008,0.4,6.922077922077922,0.34,2,0,0,0
before,efficient,638,2.2,6.4,12,6,15,28,53,88687,1055,0,96,9,0.8177966101694916,1,6.830508474576271,0.34,1,0,0,1
before,efficient,639,2.2,6.4,12,6,14,28,52,85406,1055,4,108,10,0.8370044052863436,0.8,6.797356828193832,0.34,3,0,0,1
before,efficient,640,2.2,6.4,12,6,13,28,50,78734,1055,0,96,5,0.7531914893617021,0.8,6.770212765957447,0.34,1,0,0,1
before,efficient,641,2.2,6.4,12,6,15,28,52,84334,1040,2,91,7,0.7872340425531915,0.6,6.834042553191489,0.34,1,0,0,1
before,efficient,642,2.2,6.4,12,6,15,30,53,88179,1055,5,97,8,0.8,0.6,6.895833333333333,0.34,0,0,0,1
